,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_missing,dependents_missing,has_delinquency_data_error,estimated_monthly_debt_payment,disposable_income_estimate,total_past_delinquencies
32333,0,0.020979021,23,0,0.0,929.0,3,0,0,0,0.0,0,0,0,0.0,929.0,0
32334,0,0.223180722,40,1,0.52107982,6000.0,16,0,2,0,1.0,0,0,0,3126.47892,2873.52108,1
32335,0,0.093131743,50,0,0.426806146,15294.0,12,0,5,0,0.0,0,0,0,6527.573196924,8766.426803076,0
32336,0,0.005108372,70,0,0.003959793,3282.0,10,0,0,0,0.0,0,0,0,12.996040626,3269.003959374,0
32337,0,0.425716189,25,1,0.656516443,820.0,3,0,0,1,0.0,0,0,0,538.34348326,281.65651674000003,2
32338,0,0.9999999,54,1,0.894440974,1600.0,2,0,1,1,2.0,0,0,0,1431.1055584,168.89444159999994,2
32339,0,0.042203718,55,0,0.353416149,6439.0,10,0,2,0,0.0,0,0,0,2275.646583411,4163.353416589,0
32340,0,0.323632031,58,0,0.478671706,3703.0,7,0,2,0,1.0,0,0,0,1772.521327318,1930.478672682,0
32341,0,0.034782004,82,0,0.033864409,15000.0,9,0,1,0,0.0,0,0,0,507.96613499999995,14492.033865,0
32342,0,0.312419645,71,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32343,1,0.064198614,55,0,0.306355511,6041.0,12,0,1,0,3.0,0,0,0,1850.6936419510002,4190.306358049,0
32344,0,0.275872419,65,1,0.46842193,6000.0,25,0,1,1,0.0,0,0,0,2810.53158,3189.46842,2
32345,0,0.890697424,27,0,0.266923886,2850.0,8,0,0,0,0.0,0,0,0,760.7330751,2089.2669249,0
32346,1,0.990016639,51,2,0.085639687,3829.0,2,1,1,1,1.0,0,0,0,327.914361523,3501.085638477,4
32347,0,0.0,45,0,0.0,3665.0,1,0,0,0,2.0,0,0,0,0.0,3665.0,0
32348,0,0.9999999,32,1,0.237738207,3200.0,4,0,0,0,2.0,0,0,0,760.7622624,2439.2377376,1
32349,0,0.9999999,37,0,0.0,5750.0,1,2,0,0,3.0,0,0,0,0.0,5750.0,2
32350,0,0.004154665,32,0,0.01304121,5750.0,14,0,0,0,0.0,0,0,0,74.9869575,5675.0130425,0
32351,0,0.035611427,53,0,0.229701464,15776.0,15,0,2,0,0.0,0,0,0,3623.770296064,12152.229703936,0
32352,0,0.219015331,70,0,5.0,5400.0,20,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32353,0,0.017192119,68,0,0.001904581,10500.0,15,0,0,0,0.0,0,0,0,19.9981005,10480.0018995,0
32354,1,0.03491279,52,0,0.14856661,5929.0,6,0,1,0,0.0,0,0,0,880.8514306899999,5048.14856931,0
32355,0,0.566311441,35,1,0.520369593,2380.0,8,0,1,0,0.0,0,0,0,1238.47963134,1141.52036866,1
32356,0,1.009327115,54,0,0.031936496,5416.0,1,2,0,0,3.0,0,0,0,172.968062336,5243.031937664,2
32357,0,0.344164636,42,0,0.192651908,6368.0,4,0,1,0,3.0,0,0,0,1226.807350144,5141.192649856,0
32358,0,0.229786374,53,0,5.0,5400.0,4,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
32359,1,0.373717172,45,0,0.792004997,1600.0,21,0,0,0,0.0,0,0,0,1267.2079952000001,332.79200479999986,0
32360,0,0.012644753,81,0,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32361,0,0.9999999,51,0,1.161676647,500.0,2,0,0,0,2.0,0,0,0,580.8383235,-80.8383235,0
32362,0,0.090650568,54,0,0.208448118,9800.0,4,0,1,0,2.0,0,0,0,2042.7915564,7757.2084436000005,0
32363,0,0.256266662,46,0,0.310666517,8896.0,9,0,2,0,1.0,0,0,0,2763.689335232,6132.310664768,0
32364,0,0.9999999,65,0,5.0,1.0,2,0,0,0,0.0,0,0,0,5.0,-4.0,0
32365,0,0.9999999,62,2,5.0,5400.0,5,0,2,1,3.0,1,0,0,27000.0,-21600.0,3
32366,0,0.167901003,42,0,5.0,5400.0,4,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32367,0,0.023155389,67,0,0.022785399,4300.0,20,0,0,0,0.0,0,0,0,97.9772157,4202.0227843,0
32368,0,0.049326043,45,0,0.391137418,6250.0,11,0,1,0,0.0,0,0,0,2444.6088625,3805.3911375,0
32369,0,0.193583737,29,0,0.055712694,11666.0,6,0,0,0,0.0,0,0,0,649.944288204,11016.055711796,0
32370,0,0.284680292,47,0,0.437240425,4333.0,13,0,1,0,1.0,0,0,0,1894.562761525,2438.437238475,0
32371,0,0.062161345,50,0,0.211362542,6230.0,5,0,1,0,0.0,0,0,0,1316.7886366599998,4913.21136334,0
32372,0,0.100750514,41,0,0.086485586,6000.0,11,0,0,0,0.0,0,0,0,518.9135160000001,5481.0864839999995,0
32373,0,0.000548546,60,0,0.283038657,6673.0,10,0,1,0,0.0,0,0,0,1888.716958161,4784.283041839,0
32374,0,0.112028394,65,1,0.193623188,3449.0,8,0,0,0,1.0,0,0,0,667.806375412,2781.193624588,1
32375,0,0.923977735,54,0,0.894953346,9966.0,10,0,2,0,0.0,0,0,0,8919.105046236,1046.894953764,0
32376,0,0.529882092,45,0,0.76807564,3595.0,12,0,1,0,3.0,0,0,0,2761.2319257999998,833.7680742000002,0
32377,0,0.370015909,50,0,0.170471588,6000.0,6,0,0,0,4.0,0,0,0,1022.8295280000001,4977.170472,0
32378,0,0.034230869,81,0,5.0,5400.0,6,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
32379,0,0.003621589,58,0,0.310172457,4000.0,14,0,1,0,2.0,0,0,0,1240.689828,2759.310172,0
32380,0,0.67359554,32,0,0.240745781,7347.0,10,0,0,0,3.0,0,0,0,1768.7592530069999,5578.240746993,0
32381,0,0.079359687,57,1,0.406559344,10000.0,11,0,2,0,0.0,0,0,0,4065.59344,5934.406559999999,1
32382,0,0.018041981,76,0,5.0,5400.0,8,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32383,0,0.118402365,75,0,0.230256581,3000.0,7,0,0,0,0.0,0,0,0,690.769743,2309.230257,0
32384,0,0.125343733,69,0,0.018452646,4497.0,3,0,0,0,0.0,0,0,0,82.981549062,4414.018450938,0
32385,0,0.021199058,62,0,0.002651515,5279.0,4,0,0,0,0.0,0,0,0,13.997347685000001,5265.002652315,0
32386,0,0.0,47,0,5.0,5400.0,7,0,1,0,4.0,1,0,0,27000.0,-21600.0,0
32387,0,0.394801079,44,1,0.034340895,17500.0,6,0,0,0,3.0,0,0,0,600.9656625,16899.0343375,1
32388,0,0.037339676,54,0,5.0,5400.0,14,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
32389,0,0.017551105,54,0,0.149279639,5760.0,7,0,1,0,0.0,0,0,0,859.85072064,4900.14927936,0
32390,0,0.129599012,49,0,0.506260512,5350.0,11,0,2,0,2.0,0,0,0,2708.4937392,2641.5062608,0
32391,0,0.013980868,60,0,0.200110762,5416.0,5,0,1,0,0.0,0,0,0,1083.799886992,4332.200113008,0
32392,0,0.002448234,48,0,4.0,0.0,4,0,0,0,0.0,0,0,0,0.0,0.0,0
32393,0,0.016999056,59,0,0.290963152,9416.0,9,0,3,0,0.0,0,0,0,2739.709039232,6676.290960767999,0
32394,0,0.009154141,55,0,0.338601112,6833.0,6,0,2,0,3.0,0,0,0,2313.661398296,4519.338601704,0
32395,0,0.015692559,63,0,5.0,5400.0,13,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32396,0,0.015775409,55,0,5.0,5400.0,7,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32397,0,0.463252769,26,0,0.258064516,5052.0,13,0,0,0,0.0,0,0,0,1303.7419348320002,3748.258065168,0
32398,0,1.017853955,58,1,0.796340493,2513.0,9,0,1,0,0.0,0,0,0,2001.203658909,511.79634109099993,1
32399,0,0.262912614,52,0,5.0,5400.0,7,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32400,0,0.306379575,34,0,0.040087265,3666.0,1,0,0,0,0.0,0,0,0,146.95991349,3519.04008651,0
32401,0,0.728649443,62,0,0.405081091,32000.0,12,0,2,0,0.0,0,0,0,12962.594912,19037.405088,0
32402,0,0.775927256,67,0,0.37161346,11589.0,12,0,2,0,0.0,0,0,0,4306.62838794,7282.37161206,0
32403,0,0.021028793,58,0,5.0,5400.0,6,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
32404,0,0.99670492,52,0,0.770472895,2600.0,3,0,1,0,0.0,0,0,0,2003.2295270000002,596.7704729999998,0
32405,0,0.316222178,70,0,0.916583345,7000.0,16,0,3,0,0.0,0,0,0,6416.083415,583.9165849999999,0
32406,0,0.016431988,46,0,0.004555809,3950.0,2,0,0,1,0.0,0,0,0,17.99544555,3932.00455445,1
32407,0,0.0,43,0,0.0,11416.0,6,0,0,0,0.0,0,0,0,0.0,11416.0,0
32408,0,0.839216571,48,0,1.261719618,4500.0,13,0,1,0,1.0,0,0,0,5677.738281000001,-1177.7382810000008,0
32409,0,0.062976171,59,0,0.843056035,17381.0,17,0,4,0,1.0,0,0,0,14653.156944335,2727.843055665,0
32410,0,0.233301655,71,0,0.20417685,4500.0,11,0,1,0,0.0,0,0,0,918.7958249999999,3581.204175,0
32411,0,0.265318593,33,0,0.255854461,5166.0,9,0,0,0,0.0,0,0,0,1321.7441455259998,3844.2558544740004,0
32412,0,0.989139792,31,0,0.342009465,5493.0,6,0,1,0,3.0,0,0,0,1878.6579912450002,3614.342008755,0
32413,0,0.0,47,0,5.0,5400.0,5,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32414,0,0.202120897,57,0,5.0,1.0,18,0,1,0,0.0,0,0,0,5.0,-4.0,0
32415,0,0.91322264,58,0,0.227753999,4438.0,2,0,0,0,2.0,0,0,0,1010.7722475620001,3427.2277524379997,0
32416,0,0.176047389,44,1,0.527443379,4900.0,14,0,2,0,0.0,0,0,0,2584.4725571000004,2315.5274428999996,1
32417,0,0.004750136,62,0,0.331885027,5983.0,10,0,2,0,1.0,0,0,0,1985.668116541,3997.331883459,0
32418,0,0.9999999,50,0,5.0,5400.0,1,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32419,0,0.121207724,50,1,5.0,0.0,13,0,2,0,5.0,0,0,0,0.0,0.0,1
32420,0,0.072624421,46,0,0.019936254,16000.0,5,0,0,0,3.0,0,0,0,318.980064,15681.019936,0
32421,0,0.292231736,33,0,5.0,84.0,2,0,0,0,0.0,0,0,0,420.0,-336.0,0
32422,0,0.121691501,67,0,0.374590588,5800.0,12,0,1,0,0.0,0,0,0,2172.6254104,3627.3745896,0
32423,0,0.9999999,66,0,5.0,5400.0,2,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
32424,0,0.00589704,58,0,0.074365704,8000.0,7,0,0,0,2.0,0,0,0,594.9256320000001,7405.074368,0
32425,0,0.0,25,0,0.158371041,220.0,3,0,0,0,0.0,0,0,0,34.84162902,185.15837098,0
32426,0,0.021326095,57,0,0.681399632,4886.0,12,0,2,0,2.0,0,0,0,3329.318601952,1556.6813980480001,0
32427,0,0.376589042,66,1,0.795095769,9501.0,17,0,4,0,0.0,0,0,0,7554.204901269,1946.7950987309996,1
32428,0,0.244778194,63,0,0.720819795,4000.0,8,0,2,0,0.0,0,0,0,2883.27918,1116.72082,0
32429,0,0.004530403,79,0,0.217311234,3800.0,11,0,0,0,0.0,0,0,0,825.7826891999999,2974.2173108,0
32430,0,0.073415187,74,0,5.0,5400.0,16,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32431,0,0.046888282,42,1,5.0,5400.0,10,0,0,0,0.0,1,0,0,27000.0,-21600.0,1
32432,0,0.9999999,59,1,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,1
32433,0,0.140387474,54,0,0.358043758,7769.0,13,0,1,0,1.0,0,0,0,2781.641955902,4987.358044098,0
32434,0,0.058172337,57,0,0.192550466,16000.0,15,0,1,0,0.0,0,0,0,3080.807456,12919.192544,0
32435,0,0.498013097,50,0,1.388805597,2000.0,6,0,1,0,0.0,0,0,0,2777.611194,-777.6111940000001,0
32436,0,0.660359015,66,0,0.651573716,3621.0,6,0,1,0,0.0,0,0,0,2359.3484256360002,1261.6515743639998,0
32437,0,0.800899888,28,1,0.263459701,3138.0,2,0,0,0,1.0,0,0,0,826.7365417379999,2311.2634582620003,1
32438,0,0.0,49,0,0.15350997,7321.0,8,0,2,0,1.0,0,0,0,1123.8464903699999,6197.15350963,0
32439,0,0.234942121,59,0,0.18973901,10076.0,14,0,1,0,1.0,0,0,0,1911.81026476,8164.18973524,0
32440,0,0.61878713,46,0,0.392737162,6250.0,5,0,2,0,1.0,0,0,0,2454.6072624999997,3795.3927375000003,0
32441,0,0.0,69,0,0.39052751,3525.0,6,0,1,0,0.0,0,0,0,1376.6094727500001,2148.3905272499996,0
32442,0,0.034131058,78,0,5.0,5400.0,8,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32443,0,0.240019,56,1,0.819545114,4000.0,8,0,1,0,1.0,0,0,0,3278.180456,721.819544,1
32444,0,0.049587702,38,0,0.005199307,7500.0,6,0,0,0,0.0,0,0,0,38.9948025,7461.0051975,0
32445,0,0.012513928,68,0,5.0,5400.0,4,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
32446,1,0.497591042,52,0,0.386674905,9710.0,18,1,1,0,1.0,0,0,0,3754.61332755,5955.38667245,1
32447,0,0.544182327,28,0,0.097171661,3570.0,3,0,0,0,0.0,0,0,0,346.90282977000004,3223.09717023,0
32448,0,0.034691169,62,0,0.747037648,13333.0,26,0,6,0,0.0,0,0,0,9960.252960784,3372.7470392159994,0
32449,0,0.533677175,46,0,0.490658076,10864.0,8,0,2,0,4.0,0,0,0,5330.509337664,5533.490662336,0
32450,0,0.170635095,62,0,0.15642708,6705.0,4,0,0,0,0.0,0,0,0,1048.8435714,5656.1564286,0
32451,0,0.014076562,41,0,0.237050217,5057.0,7,0,1,0,4.0,0,0,0,1198.7629473690001,3858.2370526309996,0
32452,1,0.997000158,39,1,5.0,5400.0,11,0,1,0,1.0,1,0,0,27000.0,-21600.0,1
32453,0,0.348722454,67,0,5.0,5400.0,7,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
32454,0,0.209650582,60,0,0.248750481,2600.0,6,0,0,0,0.0,0,0,0,646.7512505999999,1953.2487494000002,0
32455,0,0.020528946,62,0,0.170328549,14700.0,12,0,2,0,2.0,0,0,0,2503.8296703,12196.1703297,0
32456,0,0.9999999,48,0,0.0,5400.0,1,0,0,0,3.0,1,0,0,0.0,5400.0,0
32457,0,0.975930291,35,0,0.30542397,8443.0,10,0,0,0,3.0,0,0,0,2578.69457871,5864.305421290001,0
32458,0,0.166709219,59,0,0.041160526,9960.0,8,0,0,0,2.0,0,0,0,409.95883896000004,9550.04116104,0
32459,1,0.892388101,57,0,0.497158014,7916.0,8,0,1,1,1.0,0,0,0,3935.502838824,3980.497161176,1
32460,0,0.007092595,81,0,0.00449925,6000.0,11,0,0,0,1.0,0,0,0,26.9955,5973.0045,0
32461,0,0.046007937,40,0,5.0,5400.0,9,0,0,0,1.0,1,0,0,27000.0,-21600.0,0
32462,0,0.996236761,49,0,0.580072091,7767.0,7,0,3,0,0.0,0,0,0,4505.419930797,3261.5800692029998,0
32463,0,0.011615005,31,0,0.646227673,3750.0,9,0,2,0,1.0,0,0,0,2423.3537737499996,1326.6462262500004,0
32464,0,0.0,64,0,0.433193965,5500.0,4,0,1,0,0.0,0,0,0,2382.5668075,3117.4331925,0
32465,0,0.003542756,81,0,0.000285687,10500.0,6,0,0,0,0.0,0,0,0,2.9997135000000004,10497.0002865,0
32466,0,0.0,80,0,0.000150353,6650.0,3,0,0,0,0.0,0,0,0,0.99984745,6649.00015255,0
32467,0,0.083055564,32,1,0.297940412,5000.0,6,0,0,0,0.0,0,0,0,1489.7020599999998,3510.2979400000004,1
32468,0,0.144744831,67,0,0.041709755,2900.0,2,0,0,0,0.0,0,0,0,120.9582895,2779.0417105,0
32469,0,0.069842317,66,0,0.221597943,10500.0,25,0,1,0,0.0,0,0,0,2326.7784014999997,8173.2215985,0
32470,0,0.346384078,45,0,0.37688262,8365.0,10,0,1,0,2.0,0,0,0,3152.6231163,5212.3768837,0
32471,1,0.9999999,23,0,0.010747313,4000.0,0,1,0,0,0.0,0,0,0,42.989252,3957.010748,1
32472,0,0.292120436,47,0,0.047019312,11909.0,5,0,0,0,3.0,0,0,0,559.9529866080001,11349.047013392,0
32473,0,0.377752616,69,0,0.513282069,5721.0,12,0,1,0,0.0,0,0,0,2936.4867167489997,2784.5132832510003,0
32474,0,0.074642402,59,0,5.0,5400.0,10,0,3,0,0.0,1,0,0,27000.0,-21600.0,0
32475,0,0.919051474,32,0,0.331671888,7021.0,8,0,1,0,0.0,0,0,0,2328.668325648,4692.331674352,0
32476,0,0.324350567,56,1,5.0,5400.0,9,0,2,0,0.0,1,0,0,27000.0,-21600.0,1
32477,0,0.907195641,41,0,0.353730246,5441.0,8,1,0,0,2.0,0,0,0,1924.646268486,3516.353731514,1
32478,0,0.351645218,59,0,5.0,5400.0,11,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
32479,0,0.002380896,88,0,0.001427891,2100.0,7,0,0,0,1.0,0,0,0,2.9985711,2097.0014289,0
32480,0,0.538063435,45,0,0.344220265,17941.0,20,0,2,0,3.0,0,0,0,6175.655774365,11765.344225634999,0
32481,0,0.014389497,65,0,0.316670832,4000.0,23,0,1,0,2.0,0,0,0,1266.683328,2733.316672,0
32482,0,0.0,25,0,0.34643571,1500.0,2,1,0,0,0.0,0,0,0,519.653565,980.346435,1
32483,0,0.9999999,32,0,0.155131265,3351.0,1,1,0,0,4.0,0,0,0,519.844869015,2831.155130985,1
32484,0,0.191246123,43,0,0.311017998,10500.0,20,0,2,0,2.0,0,0,0,3265.688979,7234.3110209999995,0
32485,0,0.12694268,73,0,5.0,5400.0,19,0,4,0,1.0,1,0,0,27000.0,-21600.0,0
32486,0,0.018033033,59,0,0.270931213,8300.0,9,0,2,0,0.0,0,0,0,2248.7290679000002,6051.2709321,0
32487,0,0.9999999,67,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32488,0,0.9999999,25,1,0.132543502,2700.0,1,0,0,0,0.0,0,0,0,357.86745540000004,2342.1325446,1
32489,0,0.144785634,56,0,0.419395151,4000.0,3,0,1,0,0.0,0,0,0,1677.580604,2322.4193960000002,0
32490,0,0.047385081,76,1,0.088140286,6500.0,14,0,0,0,1.0,0,0,0,572.9118589999999,5927.088141,1
32491,0,0.039456016,80,0,0.54620462,605.0,6,0,0,0,0.0,0,0,0,330.45379510000004,274.54620489999996,0
32492,0,0.127744511,59,1,0.103558577,2500.0,2,0,0,0,0.0,0,0,0,258.8964425,2241.1035575,1
32493,0,0.209139543,70,0,5.0,5400.0,5,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32494,1,0.9999999,43,13,5.0,5400.0,0,17,0,11,0.0,1,0,1,27000.0,-21600.0,41
32495,0,0.050383324,68,0,5.0,5400.0,6,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32496,0,0.01075421,43,0,5.0,5400.0,9,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
32497,0,0.0,58,0,0.060289509,6700.0,5,0,0,0,0.0,0,0,0,403.9397103,6296.0602897,0
32498,0,0.791200902,50,1,0.190623923,2900.0,14,3,0,0,0.0,0,0,0,552.8093767,2347.1906233,4
32499,0,0.569575051,60,0,0.184605241,6066.0,8,0,0,0,0.0,0,0,0,1119.815391906,4946.1846080939995,0
32500,0,0.061253199,70,0,5.0,5400.0,5,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
32501,0,0.517309844,71,0,5.0,5400.0,8,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32502,0,0.046781287,41,0,5.0,5400.0,2,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32503,0,0.281507527,31,0,0.247005811,8432.0,5,0,1,0,2.0,0,0,0,2082.752998352,6349.247001648,0
32504,0,0.821402425,65,0,5.0,5400.0,12,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32505,0,0.000549991,47,0,0.226945835,10984.0,12,0,2,0,0.0,0,0,0,2492.77305164,8491.22694836,0
32506,0,0.089200909,52,1,0.132339967,10200.0,7,0,1,0,2.0,0,0,0,1349.8676634,8850.1323366,1
32507,0,0.072334886,41,0,0.216298594,18700.0,9,0,3,0,3.0,0,0,0,4044.7837078000002,14655.216292199999,0
32508,0,0.822392826,51,0,0.934454848,6300.0,8,0,2,0,0.0,0,0,0,5887.0655424,412.9344576000003,0
32509,0,0.226964484,59,0,0.454226587,2850.0,7,0,2,0,0.0,0,0,0,1294.5457729500001,1555.4542270499999,0
32510,0,0.027474463,83,0,5.0,5400.0,3,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32511,1,0.038354504,57,0,0.327423168,4229.0,12,0,1,0,1.0,0,0,0,1384.672577472,2844.327422528,0
32512,0,0.366919077,48,0,0.272444946,7083.0,18,0,1,0,0.0,0,0,0,1929.727552518,5153.272447482,0
32513,0,1.029962547,23,0,5.0,5400.0,4,0,0,1,0.0,1,0,0,27000.0,-21600.0,1
32514,0,0.102774497,51,0,0.162936832,9070.0,9,0,1,0,1.0,0,0,0,1477.83706624,7592.16293376,0
32515,0,0.9999999,63,0,0.070182448,7508.0,2,0,0,0,0.0,0,0,0,526.9298195839999,6981.070180416,0
32516,0,0.477848902,77,0,0.282232868,4800.0,12,0,0,0,0.0,0,0,0,1354.7177664,3445.2822336,0
32517,1,0.003526377,75,0,5.0,5400.0,8,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32518,0,1.010619332,70,0,0.246186218,3801.0,12,0,0,0,0.0,0,0,0,935.7538146180001,2865.246185382,0
32519,0,0.097131024,45,0,0.210945751,10414.0,5,0,1,0,2.0,0,0,0,2196.7890509139997,8217.210949086,0
32520,0,0.005298426,42,0,0.545310268,6300.0,12,0,2,0,0.0,0,0,0,3435.4546884,2864.5453116,0
32521,0,0.0,59,0,5.0,5400.0,6,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32522,0,0.060829713,81,0,5.0,5400.0,3,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32523,0,0.018374541,63,0,5.0,5400.0,5,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
32524,0,0.186997123,66,0,0.26908049,7677.0,4,0,1,0,0.0,0,0,0,2065.73092173,5611.26907827,0
32525,0,0.084044284,40,0,0.390782708,5250.0,5,0,2,0,0.0,0,0,0,2051.6092169999997,3198.3907830000003,0
32526,0,0.01039189,68,0,0.219347582,8000.0,13,0,1,0,0.0,0,0,0,1754.7806560000001,6245.219344,0
32527,0,0.083916385,60,0,5.0,5400.0,6,0,2,0,0.0,1,1,0,27000.0,-21600.0,0
32528,0,0.2073585,33,0,0.249356381,2718.0,5,0,0,0,0.0,0,0,0,677.750643558,2040.2493564420001,0
32529,0,0.02730303,67,0,5.0,5400.0,14,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
32530,0,0.047591607,71,0,0.475448398,3400.0,6,0,1,0,0.0,0,0,0,1616.5245532,1783.4754468,0
32531,0,0.435029018,74,1,0.307357088,3900.0,7,0,1,0,0.0,0,0,0,1198.6926432,2701.3073568,1
32532,0,0.950350534,45,0,0.637766554,3563.0,9,0,1,0,2.0,0,0,0,2272.362231902,1290.637768098,0
32533,0,0.092209595,56,0,0.077281812,1500.0,4,0,0,0,0.0,0,0,0,115.922718,1384.077282,0
32534,0,0.24720019,41,0,0.068379333,10470.0,8,0,0,0,3.0,0,0,0,715.93161651,9754.06838349,0
32535,0,0.06745414,76,0,5.0,5993.0,16,0,0,0,1.0,0,0,0,29965.0,-23972.0,0
32536,1,1.641697878,54,1,0.420631747,2500.0,4,0,0,1,2.0,0,0,0,1051.5793675,1448.4206325,2
32537,1,1.127041742,25,0,0.028851388,1836.0,2,1,0,0,0.0,0,0,0,52.971148367999994,1783.028851632,1
32538,0,0.302378157,35,0,0.338523068,7000.0,6,0,1,0,1.0,0,0,0,2369.6614759999998,4630.338524000001,0
32539,0,0.0,67,0,0.008279338,8333.0,3,0,0,0,0.0,0,0,0,68.991723554,8264.008276446,0
32540,0,0.637290773,53,0,0.345851462,13100.0,11,0,3,0,2.0,0,0,0,4530.6541522,8569.3458478,0
32541,0,0.068297185,28,0,5.0,5400.0,4,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32542,0,0.046631034,35,0,5.0,0.0,7,0,1,0,2.0,0,0,0,0.0,0.0,0
32543,0,0.889441567,30,0,0.724050173,5500.0,11,0,1,0,2.0,0,0,0,3982.2759515,1517.7240485000002,0
32544,0,0.9999999,30,0,0.537015276,850.0,5,0,0,0,3.0,0,0,0,456.46298459999997,393.53701540000003,0
32545,0,0.057275051,79,0,0.33051313,9100.0,11,0,3,0,0.0,0,0,0,3007.6694829999997,6092.330517,0
32546,1,0.519846489,54,1,0.383261674,10000.0,13,0,1,0,0.0,0,0,0,3832.61674,6167.3832600000005,1
32547,0,0.072854541,49,0,0.36207974,8000.0,7,0,2,0,0.0,0,0,0,2896.6379199999997,5103.362080000001,0
32548,0,0.0,51,0,0.377759267,2400.0,7,0,1,0,2.0,0,0,0,906.6222408,1493.3777592000001,0
32549,0,0.008116496,64,0,0.117417389,10500.0,9,0,1,0,0.0,0,0,0,1232.8825845,9267.1174155,0
32550,0,0.010745432,52,0,0.133146671,40000.0,19,0,2,0,3.0,0,0,0,5325.86684,34674.13316,0
32551,0,0.937233937,67,0,0.063813055,8900.0,12,0,0,0,0.0,0,0,0,567.9361895,8332.0638105,0
32552,0,0.071226682,49,0,0.359534884,4299.0,15,0,1,0,1.0,0,0,0,1545.640466316,2753.359533684,0
32553,0,0.0,55,0,0.296536277,12500.0,13,0,2,0,0.0,0,0,0,3706.7034625,8793.2965375,0
32554,0,0.014902037,63,0,5.0,5400.0,11,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32555,0,0.0,67,0,0.204841908,9582.0,9,0,1,0,0.0,0,0,0,1962.7951624559998,7619.204837544,0
32556,0,0.0,80,0,5.0,5400.0,4,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
32557,0,0.639361516,73,0,0.257248964,7000.0,8,0,2,0,0.0,0,0,0,1800.7427480000001,5199.257251999999,0
32558,0,0.013466068,32,0,0.134173165,5000.0,5,0,0,0,0.0,0,0,0,670.8658250000001,4329.134175,0
32559,0,0.028564627,42,0,0.691225472,2700.0,8,0,1,0,2.0,0,0,0,1866.3087744,833.6912256,0
32560,0,0.063655143,68,2,1.486902619,5000.0,16,0,4,0,0.0,0,0,0,7434.513095,-2434.5130950000002,2
32561,0,0.04519774,65,0,0.33863112,3900.0,3,0,2,0,0.0,0,0,0,1320.661368,2579.338632,0
32562,0,0.02293741,54,0,0.096475508,20087.0,20,0,1,0,1.0,0,0,0,1937.9035291960001,18149.096470804,0
32563,0,0.226663103,53,0,0.334775087,5779.0,7,0,1,0,1.0,0,0,0,1934.6652277730002,3844.334772227,0
32564,0,0.9999999,32,0,0.494643622,7000.0,11,0,2,0,0.0,0,0,0,3462.505354,3537.494646,0
32565,0,0.9999999,46,0,0.0,2500.0,0,0,0,0,0.0,0,0,0,0.0,2500.0,0
32566,0,0.111662531,33,0,0.591141397,1760.0,9,0,1,0,0.0,0,0,0,1040.4088587200001,719.5911412799999,0
